unique_id,Agency Name,Site Name,Service Name,Service Name (2),Address,Site City,Site Postal Code,Application,Crisis_Phone,Description (Service),Eligibility,E_Mail,Hours,Languages,Office_Phone,Primary_Contact,Primary_Contact_Email,Toll_Free_Phone,Website,Taxonomy,Fees,Funding,DD Code,Physical Access,Category,FSA
2196,Weston Gardens Retirement Residence,Weston Gardens Retirement Residence,Weston Gardens Retirement Residence,,"303 Queen's Dr North York, ON M6L 3C1",North York,M6L 3C1,Call to book a personally guided tour,,"Provides living accommodation with amenities, care and other services for seniors * 153 suites with independent and assisted living options * Short-term guest/respite stays are offered upon availability * Guided tours are available",Seniors who are independent or need little support,hr@westongardens.ca,Administration: Daily 9am-5pm * Daily 24 hours,English ; Italian,416-241-1113,,,,www.westongardens.ca,Adult Out of Home Respite Care ; Retirement Homes,Set fees,,Housing (Seniors),Fully Accessible,Food & Housing,M6L 
2197,Chartwell Gibson Retirement Residence,Chartwell Gibson Retirement Residence,Respite Care,,"1955 Steeles Ave E North York, ON M2H 3P1",North York,M2H 3P1,Call or visit,,"Respite care offers temporary, substitute living arrangements for adults with disabilities in order to provide a brief period of relief or rest for the caregivers * Service combines independent living with à la carte care services, allowing residents to choose the lifestyle that best suits their needs",Family physician must complete Medical History Form * Individuals will be assessed by Gibson Registered Staff on site,gibson@chartwell.ca,Daily 24 hours * Tours available upon request * Main doors are locked overnight from 9pm-8am,English,416-498-5588,,,,www.chartwell.com,Adult Out of Home Respite Care,Call for details,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M2H 
2198,SageCare,SageCare,SageCare,,"1 Gardenia Court Toronto, ON M2M 4G2",Toronto,M2M 4G2,Call or visit,,Provides managerial expertise in managing residential care for individuals with dementia like Alzheimer's at the 147 Elder Street retirement residenceServices and Programs:Toronto - Elder St,No restrictions,info@147elder.com,Office hours: Mon-Fri 9am-5pm,English,416-250-8965,"Brenda Grant, Director of Care",,,www.sagecareonline.ca,Case/Care Management ~ Dementia,Unknown,,Housing (Seniors),Fully Accessible,Food & Housing,M2M 
2199,St Demetrius Development Corporation,St Demetrius Apartments,St Demetrius Apartments,,"123 La Rose Ave Toronto, ON M9P 3T3",Toronto,M9P 3T3,Call to apply * must complete application form found at the office or click HERE for the online form * medical assessment by family doctor required * admission interview required * average waiting period is 3 months to 1 year,,"259-unit apartment building * bachelor, one and two-bedroom unitsdaily lunch available for a feeaccess to Meals on Wheels Programlaundryexercise and strengthening classesinformation and educational programssupportive care services available for residents that need some assistance with activities of daily living upon approved application with the Local Health Integration Network (LHIN)Services and Programs:Supportive Care Services",Adults 65 years and older,residence@stdemetrius.ca,Administration: Mon-Fri 8:30am-9pm,English ; Ukrainian,416-243-9051,,,,www.stdemetrius.ca/residence/index.php,Low Income/Subsidized Rental Housing ~ Older Adults,Support services are free,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M9P 
2200,St Demetrius Development Corporation,St Demetrius Apartments,Supportive Care Services,,"123 La Rose Ave Toronto, ON M9P 3T3",Toronto,M9P 3T3,Contact the Central Local Health Integration network at 1-888-470-2222,,Apartments with 24 hour personal careshopping light cleaninglaundrylight meal preparationdressingpersonal hygienemedication monitoringemotional support24-hour emergency response,Adults 65 years and older who have some intellectual capacity,residence@stdemetrius.ca,Daily 24 Hours,English ; Ukrainian,416-246-7979,,,,www.stdemetrius.ca/residence/index.php,Supportive Housing for Older Adults,None,Ministry of Health and Long-Term Care,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M9P 
2201,One Kenton Place,One Kenton Place,One Kenton Place,,"1 Kenton Dr Toronto, ON M2R 2H6",Toronto,M2R 2H6,Prospective residents are given a full assessment to determine eligibility,,"45-person residence exclusively for individuals with Alzheimer's disease, dementia, and related cognitive impairments * open to people of all faiths and backgrounds * fully catered by a Kosher-certified (COR) kitchen with 3 daily meals plus snacks * full schedule of programs, events and activities",No restrictions,executivedirector@onekentonplace.ca,Daily 24 hours Administration: Mon-Fri 9am-5pm,English,647-932-7913,,,,www.onekentonplace.ca,Secured Supportive Housing Units,"$7,325 -$9,100/monthly for private, fully-furnished rooms",,Housing (Seniors),Fully Accessible,Food & Housing,M2R 
2203,North Yorkers for Disabled Persons,North Yorkers for Disabled Persons,North Yorkers for Disabled Persons,,"2880 Bayview Ave Toronto, ON M2N 5K3",Toronto,M2N 5K3,Call * no referral required or visit https://www.www.cilt.ca/programs-and-services/asac/,,"Attendant Care Services/Supportive Housing for adults with permanent physical disabilities in a congregate settingFacilitation Services for consumers with complex communication needsCommunication Enrichment Program - for community members who have a communication disability or use Augmentative and Alternative Communication (AAC) * 3 times per week from 1pm-3pmInformation, Resource and Referral Program - assists community members in learning about accessing, applying for and determining their eligibility for programs and services to help them successfully live and thrive in their chosen communityServices and Programs:Communication Enrichment Class","Adults 18 years and older with physical disabilities and speech impairments, who need physical, social, or emotional supports",nydp@rogers.com,Nursing Care: Daily 24 hours,English ; French ; Vietnamese,416-222-4448,"Chris Hunt, Manager and Augmentative Communication Facilitator",,,www.nydp.ca,Attendant Services for People With Disabilities ~ Communication Impairments ; Communication Training ~ Communication Impairments ; Protection and Advocacy for Individuals with Disabilities ~ Communication Impairments ; Supportive Housing for People with Disabilities ~ Physical Disabilities,Varies per program,,Housing (Supportive),Fully Accessible,Food & Housing,M2N 
2204,Canadian Helen Keller Centre,Canadian Helen Keller Centre,Public Awareness,,"210 Empress Ave Toronto, ON M2N 3T9",Toronto,M2N 3T9,Call or visit,,Works to educate the public about deaf-blindness and about the services available to the deaf-blind community,No restrictions,info@chkc.org,Mon-Fri 9am-5pm,English ; French ; Sign Language,416-225-8989,,,,www.chkc.org,Disability Awareness Programs ~ Deaf-Blindness,None,,Housing (Supportive),Fully Accessible,Food & Housing,M2N 
2205,Canadian Helen Keller Centre,Canadian Helen Keller Centre,Seniors Services,,"210 Empress Ave Toronto, ON M2N 3T9",Toronto,M2N 3T9,Call or visit,,Training and education related to aging * Supports seniors with a dual vision and hearing loss and also the people who care for them by increasing awareness about vision/hearing loss * teaching coping skills * developing an understanding of various eye and ear conditions * improving communication * making environments and activities more accessible,No restrictions,info@chkc.org,Call for information,English ; French ; Sign language,416-225-8989,,,,www.chkc.org,Health/Disability Related Counselling ~ Deaf-Blindness ; Independent Living Skills Instruction ~ Deaf-Blindness,None,,Housing (Supportive),Fully Accessible,Food & Housing,M2N 
2206,Canadian Helen Keller Centre,Canadian Helen Keller Centre,Skills of Daily Living,,"210 Empress Ave Toronto, ON M2N 3T9",Toronto,M2N 3T9,Call or visit,,"Trains individuals who are deaf-blind in essential skills such as cooking, cleaning, doing laundry, and managing a household * programs help these individuals to become more independent, access services in their community, and overcome feelings of isolation",Individuals who are deaf-blind,info@chkc.org,Call for information,English ; French ; Sign language,416-225-8989,,,,www.chkc.org,Independent Living Skills Instruction ~ Deaf-Blindness,None,,Housing (Supportive),Fully Accessible,Food & Housing,M2N 
2207,Canadian Helen Keller Centre,Canadian Helen Keller Centre,Workshop Style Instruction,,"210 Empress Ave Toronto, ON M2N 3T9",Toronto,M2N 3T9,Call or visit,,"Workshops teach new skills and knowledge, develop self advocacy and strengthen the community * Each workshop is developed and delivered by Deaf-Blind or vision/hearing impaired facilitators",For individuals with deaf-blindness,info@chkc.org,Call for specific program information,English ; French ; Sign language,416-225-8989,,,,www.chkc.org,Independent Living Skills Instruction ~ Deaf-Blindness,None,,Housing (Supportive),Fully Accessible,Food & Housing,M2N 
2208,Carefree Lodge,Carefree Lodge,Long-Term Care Home,,"306 Finch Ave E Toronto, ON M2N 4S5",Toronto,M2N 4S5,Contact Local Health Integration Network - Home and Community Care,,"127-bed long-term care home * 24-hour nursing and personal care * access to a doctor and other health professionalsbedding and furniturelaundry and housekeepingmealspersonal hygiene suppliesmedical supplies and equipment (such as catheters, ostomy bags, or wound care supplies)assistance with medication and activities of daily livingrecreation and social programsAdditional services and facilities:foot carehair dressingmusic and art therapypastoral carephysiotherapyspeech therapy",Adults who need long-term care * Local Health Integration Network care coordinators assess the needs of applicants,ltc-cfl@toronto.ca,Daily 24 hours,English,416-397-1500,Director of Care; Phone: 416-397-1521,,,www.toronto.ca/community-people/housing-shelter/long-term-care-homes/carefree-lodge/,Nursing Facilities,subsidies for basic rates may be available for eligible applicants,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M2N 
2209,Extendicare Bayview,Extendicare Bayview,Long-Term Care Home,,"550 Cummer Ave Toronto, ON M2K 2M2",Toronto,M2K 2M2,Contact the Central Local Health Integration Network - Home and Community Care,,"202 beds long-term care home * 24-hour nursing and personal care * access to a doctor and other health professionals * one short-stay respite bed bedding and furniturelaundry and housekeepingmealspersonal hygiene suppliesmedical supplies and equipment (such as catheters, ostomy bags, or wound care supplies)assistance with medication and activities of daily livingrecreation and social programs",Adults who need long-term care * Local Health Integration Network care coordinators assess the needs of applicants,cnh_bayview@extendicare.com,Daily 24 hours,English,416-226-1331,,,,www.extendicare.com,Adult Out of Home Respite Care ; Nursing Facilities,subsidies for basic rates only may be available for eligible applicants,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M2K 
2210,Greenview Lodge Senior Care Residence,Greenview Lodge Senior Care Residence,Greenview Lodge Senior Care Residence,,"880 Lawrence Ave E Toronto, ON M3C 1P6",Toronto,M3C 1P6,Medical and functional/behavioural Assessment will be required as part of the Application process,,Provides accommodation for independent seniors and those requiring assisted living * 83 beds * Long Stay and Short Stay available * Private and Semi Private accommodation * Dementia care,Seniors that are active and independent * Seniors with frail health or physical/mental impairment*Seniors with a diagnosis of dementia,greenview@mettalifestyles.com,Daily 24 hours * Office hours are Mon-Fri 9am-5pm,English,416-445-2255,,,,www.greenviewlodge.com,Adult Out of Home Respite Care ; Retirement Homes ; Supportive Housing for Older Adults,"$3,500 - $5100 based accomodation type and care package selected",,Housing (Seniors),Fully Accessible,Food & Housing,M3C 
2211,Hawthorne Place Care Centre,Hawthorne Place Care Centre,Hawthorne Place Care Centre,,"2045 Finch Ave W Toronto, ON M3N 1M9",Toronto,M3N 1M9,Contact the Central Local Health Integration Network - Home and Community Care,,"215-bed long-term care home, 34-bed convalescent care program * 24-hour nursing and personal care * access to a doctor and other health professionals * two short-stay beds bedding and furniturelaundry and housekeepingmealspersonal hygiene suppliesmedical supplies and equipment (such as catheters, ostomy bags, or wound care supplies)assistance with medication and activities of daily livingrecreation and social programsConvalescent Care Program - 34-bed short-stay program for people who no longer need acute care in a hospital setting but need more time to regain full function before returning home * services include nursing, physiotherapy, and occupational therapy to help patients meet rehabilitation goals",Adults who need long-term care * Local Health Integration Network care coordinators assess the needs of applicants,info@hawthorneplacecarecentre.ca,Daily 24 hours,English,416-745-0811,,,,www.hawthorneplacecarecentre.ca,Nursing Facilities,subsidies for basic rates may be available for eligible applicants,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M3N 
2212,Canadian Helen Keller Centre,Rotary Cheshire Apartments,Rotary Cheshire Apartments,,"422 Willowdale Ave, Suite 101 Toronto, ON M2N 5B1",Toronto,M2N 5B1,Call or visit to request application formAverage waiting period of 5 to 10 years,,"Rotary Cheshire Apartments provides affordable housing to deafblind adults and is a sensory barrier free building where all staff are fluent in the communication systems used by tenants * All tenants are independent adults and seniors who are responsible for all aspects of living independently including personal care, finances and meals * Intervener services are provided to gain knowledge and independence so they can participate in the community * The building consists of 16 one bedroom apartments that offer the following features: contrasting colors on walls, floors, doors, electrical outlets, door handles, tactile surface alerts, alerting systems with loud horns, vibrations and strobe lights for emergencies, telephones, doorbells etc, tactile signage with raised print and braille, matte surfaces to minimize glare and evenly distributed lighting, accessible interphone systemServices and Programs:Outreach Intervenor Services",Adults with dual disability of deafness and blindness * Must be able to live independently,info@chkc.org,Daily 24 hours * administration available Mon-Fri 9am-5pm,English ; ASL (Adapted Sign Language),416-730-9501,,,,www.chkc.org,Supportive Housing for People with Disabilities ~ Deaf-Blindness,Rent subsidy available for persons with low-income by the Ministry of Community and Social Services,,Housing (Supportive),Fully Accessible,Food & Housing,M2N 
2213,North Yorkers for Disabled Persons,Toronto - Clairtrell Rd,Communication Enrichment Class,,"15 Clairtrell Rd Toronto, ON M2N 5J7",Toronto,M2N 5J7,Call * no referral required or visit https://www.www.cilt.ca/programs-and-services/asac/,,"Provides language development and facilitation services for persons with speech impairment and physical disabilities who use AAC (Augmentative and Alternative Communication) * Uses arts, group discussion, and literature to focus on vocabulary and literacy enrichment, conflict resolution, personal advocacy and self-determination","Individuals 18 years or older who have a physical disability, speech impairment and use Augmentative and Alternative Communication (AAC)",nydp@rogers.com,"Mon, Wed and Thu 1pm-3pm",English,416-222-4448,,,,www.nydp.ca,Communication Training ~ Communication Impairments ~ Physical Disabilities,$40 per month,,Housing (Supportive),Fully Accessible,Food & Housing,M2N 
2214,St Bernard's Residence,St Bernard's Residence,St Bernard's Residence,,"685 Finch Ave W Toronto, ON M2R 1P2",Toronto,M2R 1P2,Call or visit,,Independent-living retirement home right in the heart of North York * provides daily mass and adoration services on our on-site chapel * professionly managed by UniversalCare Canada Inc. and supported by the Missionary Sisters of the Precious Blood,No restrictions,dshulman@universalcareinc.ca,Mon-Fri 7:30am-5pmPhone lines are open daily 24 hours,English,416-635-8422,"Dustin Shulman, General Manager; Phone: 416-635-8422 ext 207",,,www.stbernardsresidence.org,Supportive Housing for Older Adults,"$2,200 - $3,800/mth",,Housing (Seniors),Fully Accessible,Food & Housing,M2R 
2215,SageCare,Toronto - Elder St,Retirement Home,,"147 Elder St Toronto, ON M3H 5G9",Toronto,M3H 5G9,Call or visit,,"Provides residential care for individuals with Alzheimer's disease and other dementia * serves the Jewish and General community, celebrating Jewish and other religious holidays and providing kosher meals * 50 bed facility * 3 groups separated by type and cognitive abilities * individualized pods * Serves residents through palliative stage * General, individualized and one-on-one recreational therapy activities 12 hours per day, including exercise, music and art therapy * 1 to 4 registered nurses on site daily 24 hours * On site general medical, gerontology, dental and chiropody",Moderate to severe cognitive impairment from Alzheimers or vascular disease * Stable medical condition,147elder@gmail.com,Daily 24 hours,English,416-631-0405,"Brenda Grant, Director of Care",,,www.147elder.com,Retirement Homes ; Secured Supportive Housing Units,"Income tax receipts are issued for healthcare services, resulting in CRA deductions: Call director to make inquiry",Private,Housing (Seniors),Fully Accessible,Food & Housing,M3H 
2217,SE Health,Toronto Office,Driver Assessment and Training,,"100 Temple Ave, Suite 330 Toronto, ON M3H 2N8",Toronto,M3H 2N8,"Self-referral * referral from family, health workers or the Ministry of Transportation",,"Provides driver with a comprehensive medical assessment, driver training, and road evaluations for people who have a physical disability, special needs or that take medications which might affect their ability to drive safely * DriveABLE Assessments",Individuals with an Ontario driver's license who have medical/psychological conditions and/or that take a medication that may affect their ability to drive safely,driverinfo@sehc.com,Mon-Fri 8am-4pm,English,416-398-1035,,,1-877-397-1035,www.sehc.com,Driving Evaluation ~ People With Disabilities,Call for information,,Home Services,Fully Accessible,Food & Housing,M3H 
2218,Willowdale Manor,Willowdale Manor,Supportive Housing,,"175 Cummer Ave Toronto, ON M2M 2E9",Toronto,M2M 2E9,Contact the Support Housing Office at 416-392-8545 to arrange an assessment,,"Provides living accommodation and Assisted Living Services (ALS) in an apartment building for seniors 59 years of age and older * ALS includes homemaking, personal hygiene, medication reminders, laundry, meal preparation, security checks, bed making, and changing, wellness/health promotion activities * 247 units with double and single rooms * For seniors who are active and require little to no assistance",Seniors who require assistance with personal support and homemaking service Seniors able to direct their own care and self-medicateMust be 59 years and older,,Office hours Mon-Fri 8am-4:30pm,English,416-392-9535,,,,,Supportive Housing for Older Adults,No fee for seniors who are eligible to receive Supportive Housing services by the City of Toronto,,Housing (Seniors),Fully Accessible,Food & Housing,M2M 
2219,MedVisit - Doctors Housecall Service,MedVisit - Doctors Housecall Service,MedVisit - Doctors Housecall Service,,"505 Consumers Road, Suite 901 North York, ON M2J 4V8",North York,M2J 4V8,Call * no referral required,Call 911 in emergencies,Home-visit medical service * doctors assess and treat minor illnesses and injuries * non-emergency visits *,"People who need medical care for minor illnesses and injuries, have acute symptoms, DO NOT do referrals or requisitions",inquiries@medvisit.ca,Daily 8am-midnight * open holidays,English,416-631-3000,,,,www.homedoctor.ca,Home Health Care,Most services covered by OHIP,,Home Services,Not Applicable,Food & Housing,M2J 
2220,Downsview Long-Term Care Centre,Downsview Long-Term Care Centre,Downsview Long-Term Care Centre,,"3595 Keele St Toronto, ON M3J 1M7",Toronto,M3J 1M7,Contact Central Local Health Integration Network - Home and Community Care,,"252-bed long-term care home * 24-hour nursing and personal care * access to a doctor and other health professionals * two short-stay bedsbedding and furniturelaundry and housekeepingmealspersonal hygiene suppliesmedical supplies and equipment (such as catheters, ostomy bags, or wound care supplies)assistance with medication and activities of daily livingrecreation and social programs",Adults who need long-term care * Local Health Integration Network care coordinators assess the needs of applicants,chris.burns@gemhc.com,Mon-Fri 8am-9pm * Sat-Sun 10am-6pm,English ; German ; Italian ; Spanish,416-633-3431,,,,www.downsviewretirement.com,Adult Out of Home Respite Care ; Nursing Facilities,subsidies for basic rates may be available for eligible applicants,,Housing (Long Term Care Facilities),Unknown,Food & Housing,M3J 
2221,Chartwell Gibson Long Term Care Residence,Chartwell Gibson Long Term Care Residence,Chartwell Gibson Long Term Care Residence,,"1925 Steeles Ave E Toronto, ON M2H 2H3",Toronto,M2H 2H3,Contact Central Local Health Integration Network - Home and Community Care,,"202-bed long-term care home * 24-hour nursing and personal care * access to a doctor and other health professionalsbedding and furniturelaundry and housekeepingmeals and snackspersonal hygiene suppliesmedical supplies and equipment (such as catheters, ostomy bags, or wound care supplies)assistance with medication and activities of daily livingrecreation and social programs",Adults who need long-term care * Local Health Integration Network care coordinators assess the needs of applicants,gibsonltc@chartwellreit.ca,Daily 24 hours,English ; Chinese (Cantonese) ; Chinese (Mandarin) ; Filipino ; Finnish ; Hungarian ; Italian ; Polish ; Punjabi ; Russian ; Spanish ; Tagalog,416-493-4666,"Sonia Ryerson, Administrator; Email: sryerson@chartwell.com",sryerson@chartwell.com,,www.chartwell.com,Nursing Facilities,subsidies for basic rates may be available for eligible applicants,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M2H 
2222,North Park Nursing Home,North Park Nursing Home,North Park Nursing Home,,"450 Rustic Rd Toronto, ON M6L 1W9",Toronto,M6L 1W9,Contact Central Local Health Integration Network - Home and Community Care,,"75-bed long-term care home * 24-hour nursing and personal care * access to a doctor and other health professionalsbedding and furniturelaundry and housekeepingmealspersonal hygiene suppliesmedical supplies and equipment (such as catheters, ostomy bags, or wound care supplies)assistance with medication and activities of daily livingrecreation and social programs",Adults who need long-term care * Local Health Integration Network care coordinators assess the needs of applicants,northparknursinghome@rogers.com,Daily 24 hoursVisiting Hours: Daily 8am-9pm,English,416-247-0531,"Amo Nandlall, Administrator",,,,Nursing Facilities,subsidies for basic rates may be available for eligible applicants,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M6L 
2223,St Demetrius Development Corporation,Ukrainian Canadian Care Centre,Long Term Care Facility,,"60 Richview Rd Toronto, ON M9A 5E4",Toronto,M9A 5E4,Contact Central Local Health Integration Network - Home and Community Care,,"152-bed long-term care home which includes a 32 bed special care floor for residents with cognitive disorders such as Alzheimers * Ukrainian environment * 24-hour nursing and personal care * access to a doctor and other health professionalsbarrier-free home with secure gardens, walking paths, courtyard and atriumon-site chapel with religious services in Ukrainianethnic cuisinerecreation and social programsresident library with computer with internet and Skypegift shop and beauty salon",Culturally designated Ukrainian home * adults who need long-term care * Local Health Integration Network care coordinators assess the needs of applicants,uccc@stdemetrius.ca,Daily 24 hoursVisiting Hours: Daily 11am-8pm,English ; Ukranian,416-243-7653,,,,www.stdemetrius.ca,Nursing Facilities ~ Ukrainian Community ; Secured Supportive Housing Units,subsidies for basic rates may be available for eligible applicants,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M9A 
2224,Valleyview Residence,Valleyview Residence,Valleyview Residence,,"541 Finch Ave W Toronto, ON M2R 3Y3",Toronto,M2R 3Y3,Contact Central Local Health Integration Network - Home and Community Care,,"174-bed long-term care home * 24-hour nursing and personal care * access to a doctor and other health professionalsbedding and furniturelaundry and housekeepingmealspersonal hygiene suppliesmedical supplies and equipment (such as catheters, ostomy bags, or wound care supplies)assistance with medication and activities of daily livingrecreation and social programs",Adults who need long-term care * Local Health Integration Network care coordinators assess the needs of applicants,,Daily 24 hours,English,416-398-0555,,,,www.vvres.org,Nursing Facilities,subsidies for basic rates may be available for eligible applicants,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M2R 
2225,Village of Humber Heights,Village of Humber Heights,Long-Term Care Home,,"2245 Lawrence Ave W Toronto, ON M9P 3W3",Toronto,M9P 3W3,Contact Local Health Integration Network - Home and Community Care,,"192-bed long-term care home * 24-hour nursing and personal care * access to a doctor and other health professionalsbedding and furniturelaundry and housekeepingmealspersonal hygiene suppliesmedical supplies and equipment (such as catheters, ostomy bags, or wound care supplies)assistance with medication and activities of daily livingrecreation and social programs",Adults who need long-term care * Local Health Integration Network care coordinators assess the needs of applicants,,Daily 24 hoursAdministration: Mon-Fri 9am-5pm,English,416-235-0201,"Pauline Delloso, General Manager",,,www.schlegelvillages.com,Nursing Facilities,subsidies for basic rates may be available for eligible applicants,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M9P 
2226,Norfinch Care Community,Norfinch Care Community,Norfinch Care Community,,"22 Norfinch Dr Toronto, ON M3N 1X1",Toronto,M3N 1X1,Contact the Central Local Health Integration Network,,"160-bed long-term care home * 24-hour nursing and personal care * access to a doctor and other health professionalsbedding and furniturelaundry and housekeepingmealspersonal hygiene suppliesmedical supplies and equipment (such as catheters, ostomy bags, or wound care supplies)assistance with medication and activities of daily livingrecreation and social programsphysiotherapy and occupational therapy",Adults who need long-term care * Central Local Health Integration Network care coordinators assess the needs of applicants,,Daily 24 hoursAdministration: Mon-Fri 8am-8pm,English,416-623-1120,,,,www.siennaliving.ca,Nursing Facilities,subsidies for basic rates may be available for eligible applicants,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M3N 
2227,Cheltenham Care Community,Cheltenham Care Community,Cheltenham Care Community,,"5935 Bathurst St Toronto, ON M2R 1Y8",Toronto,M2R 1Y8,Contact Central Local Health Integration Network - Home and Community Care,,"170-bed long-term care home * 24-hour nursing and personal care * access to a doctor and other health professionals * one short-stay bedbedding and furniturelaundry and housekeepingmeals - vegetarian options availablepersonal hygiene suppliesmedical supplies and equipment (such as catheters, ostomy bags, or wound care supplies)assistance with medication and activities of daily livingrecreation and social programs",Adults who need long-term care * Local Health Integration Network care coordinators assess the needs of applicants,info@siennaliving.ca,Daily 24 hours,English ; Polish ; Russian ; Yiddish,416-223-4050,"Lisa Sutherland, Social Worker; Phone: 416-223-4050 ext 233",,,www.siennaliving.ca,Adult Out of Home Respite Care ; Nursing Facilities,subsidies for basic rates may be available for eligible applicants,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M2R 
2228,St Demetrius Development Corporation,St Demetrius Development Corporation,St Demetrius Development Corporation,,"60 Richview Rd Toronto, ON M9A 5E4",Toronto,M9A 5E4,Call or visit,,Provides independent and assisted living residences for seniors Services and Programs:St Demetrius ApartmentsUkrainian Canadian Care Centre - Long Term Care Facility,Seniors 50 and older,,,English ; Ukrainian,416-243-7653,,,,www.stdemetrius.ca,Housing Development ~ Older Adults,Unknown,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M9A 
2229,Delmanor Northtown,Delmanor Northtown,Delmanor Northtown,,"5351 Yonge St Toronto, ON M2N 7L5",Toronto,M2N 7L5,Physician statement required prior to move-in,,"Full service Retirement Community in North York offering suites, condominium style amenities",No restrictions,delmanornorthtown@delmanor.com,Daily 24 Hours,English,416-225-9146,"Laurie Fortin, Community Relations Manager; Email: lfortin@delmanor.com",lfortin@delmanor.com,,www.delmanor.com,Retirement Homes,"Rates vary, call for pricing information",Private,Housing (Seniors),Fully Accessible,Food & Housing,M2N 
2230,Access Independent Living Services,Aldebrain Tower,Supportive Housing,,"2155 Lawrence Ave E, Suite 623 Toronto, ON M1R 5G9",Toronto,M1R 5G9,Centralized application process through The Attendant Service Application (ASAC) call 416-599-2458 or visit www.cilt.ca/programs-and-services/asac/ * no referral required,,"Apartment with 24-hour personal carebathing, dressing, bowel/bladder assistancemeal preparation and eatingmedication assistanceassistance with complex routines including assisting people who are ventilator dependent or use j/g tubesassistance with all activities of daily living",People 16 years and older with physical disabilities or who require physical supports,shaynau@accessils.ca,Mon-Fri 8:30am-4:30pm,English,416-752-2490,"Shayna Ublansky, Program Manager",,,www.accessils.ca,Supportive Housing for People with Disabilities ~ Physical Disabilities,rent geared to income,Non-profit organization,Housing (Supportive),Fully Accessible,Food & Housing,M1R 
2231,Access Independent Living Services,St Mark's,Supportive Housing,,"7 The Donway E, Suite 403 Toronto, ON M3C 3P8",Toronto,M3C 3P8,Centralized application process through The Attendant Service Application (ASAC) call 416-599-2458 or visit www.cilt.ca/programs-and-services/asac/ * no referral required,,"Supports for people with physical disabilities * helps people remain independent in their own homes for as long as possible * referral to other community services as appropriatebathing, dressing, bowel/bladder assistancemeal preparation and eating medication assistanceassistance with complex routines including assisting people who are ventilator dependent or use j/g tubesassistance with all activities of daily living",People 16 years and older with physical disabilities or who require physical supports,mariew@accessils.ca,Mon-Fri 8:30am-4:30pm,English,416-443-1701,"Marie Waldo, Program Manager",,,www.accessils.ca,Supportive Housing for People with Disabilities ~ Physical Disabilities,rent geared to income,Central LHIN,Housing (Supportive),Fully Accessible,Food & Housing,M3C 
2232,Access Independent Living Services,Access Independent Living Services,Attendant Outreach Service Program,,"50 Ashwarren Rd Toronto, ON M3J 1Z5",Toronto,M3J 1Z5,Call PIC: 416-599-2458 or www.cilt.ca * no referral required,,"Supports for people with physical disabilities * helps people remain independent in their own homes for as long as possible * referral to other community services as appropriate * personal care services available include: bathing, dressing, bowel/bladder assistance meal preparation and eating medication assistanceassistance with complex routines including assisting people who are ventilator dependent or use j/g tubes assistance with all activities of daily living","People 16 years and older with physical disabilities, who require physical supports",info@accessils.ca,Mon-Fri 8:30am-4:30pm,English,416-780-1650,"Lynn Salsbury, Senior Program Manager; Email: lynns@accessils.ca",lynns@accessils.ca,,www.accessils.ca,Attendant Services for People With Disabilities ~ Physical Disabilities,rent geared to income,Central LHIN,Housing (Supportive),Fully Accessible,Food & Housing,M3J 
2233,Cummer Lodge,Cummer Lodge,Adult Day Program,,"205 Cummer Ave Toronto, ON M2M 2E8",Toronto,M2M 2E8,Contact the Central Local Health Integration Network - Home and Community Care,,"Adult Day Program offers a variety of quality activities and services, in a safe and supportive environment, to individuals living in the community who are physically frail, have a mild to moderate cognitive impairment or are socially isolated * Each day the participants have the opportunity to take part in a variety of social, recreational, therapeutic and wellness activities Components of the service include respite/relief for caregivers, planned activities, nutritious meals, assistance with activities of daily living and health promotion * Clients must be comfortable in a group setting * Clients must not require heavy physical care or have severe cognitive impairment","Older adults that are physically frail, mild cognitively impaired, or isolated in the community",jacalyn.tuskin@toronto.ca,Mon-Fri 8am-4pm,English,416-392-9502,"Jackie Tuskin, Coordinator, Day Centre",,,,Adult Day Programs ~ Older Adults,Subsidy available based on client's income,,Housing (Long Term Care Facilities),Fully Accessible,Food & Housing,M2M 
