id,title,price,sqft,image,url,post_published_date,lat,long,postal_code,FSA,rental_type,bedrooms,bathrooms,furnished,pet_friendly,description,source
k_1517760266,Best 2 bed deal on Toronto Harbourfront,2500,905,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/F5YAAOSwSKxfNTEE/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/best-2-bed-deal-on-toronto-harbourfront/1517760266,2020-08-13,43.6395431,43.6395431,M5J 2X1,M5J,condo,2,2,False,True,"Best 2 bed and 2 full bathrooms deal on Toronto's beautiful, lively waterfront. Apartment has been freshly painted Aug. 11 and is vacant. However will consider later occupation.
The building has a walk score of 87 with all of downtown a 30 minute walking radius. Lots of grocery stores and Billy Bishop and Union station a 5 minute drive.
It also has all the amenities. Utilities are included as also a parking spot and locker.
Welcome to view the apartment at short notice.",Kijiji
k_1517788265,Downtown Toronto KingBlue Condo One Bedroom for Rent,1780,480,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/XUAAAOSwlx9fNVlS/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-toronto-kingblue-condo-one-bedroom-for-rent/1517788265,2020-08-13,43.6457984,43.6457984,M5V 0N4,M5V,condo,1,1,False,False,"* * Please leave contact# for faster reply * * Brand New 9 Ft Ceiling Unit. 24 hours Concierge. King Blue Highly Sought Entertainment Distinct. Mins to P.A.T.H. and TTC Subway Station. Enjoy These Luxury Suite On Prime Location. Just Steps from World-Class Dining. Close to TIFF Bell Lightbox, Rogers Center, CN Tower, Roy Thompson Hall, Royal Alexandra Theatre, Princess of Wales Theatres & Lakeshore Park. Built-in Kitchen Appliances: Stove, Fridge, Dishwasher, Microwave. Washer and Dryer. Window shades.",Kijiji
k_1517788235,"Furnished 1-Bedroom, 1-Bathroom Loft in Fashion House",2300,620,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/fFkAAOSwDnlfNVmS/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-1-bedroom-1-bathroom-loft-in-fashion-house/1517788235,2020-08-13,43.6456258,43.6456258,M5V 0L6,M5V,condo,1,1,True,False,"Gorgeous 1-Bedroom, 1-Bathroom Loft in the Heart of Sought-After King West Neighbourhood.",Kijiji
k_1517787639,Beautiful Tridel Condo For Rent,2100,650,https://i.ebayimg.com/00/s/NDI2WDY0MA==/z/hpYAAOSwybZfNVip/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-tridel-condo-for-rent/1517787639,2020-08-13,43.6441277,43.6441277,M5V 0G5,M5V,condo,1,1,False,False,"Beautiful one bedroom condo available for rent right in the heart of Downtown, Toronto The apartment is located on Front Street, opposite the CN Tower and offers a great view of the City.",Kijiji
k_1517787556,"38 Lee Centre 1+1 Condo for Rent $1,850",1850,600,https://i.ebayimg.com/00/s/MTYwMFg5MDA=/z/VVkAAOSwS-xfNVjo/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/38-lee-centre-1-1-condo-for-rent-1-850/1517787556,2020-08-13,43.78221689999999,43.78221689999999,M1H3J7,M1H,condo,1,1,False,False,"38 Lee Centre 1+1 Condo for Rent $1,850. Posted in for rent, long term rentals in City of Toronto. August 13, 2020",Kijiji
k_1517787327,Executive Furnished 1 + Den Condo in Maple Leaf Square Toronto,2550,600,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/4tIAAOSwe7FfNViY/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/executive-furnished-1-den-condo-in-maple-leaf-square-toronto/1517787327,2020-08-13,43.6414631,43.6414631,,,condo,1,1,True,False,"One bedroom + Den. Downtown Furnished Executive Suite in Maple Leaf Square. Unbeatable location with direct TTC/subway access, across from the Scotiabank Arena.
Fantastic Building Amenities: Two pools, hot tub, a gym, 24 hr concierge, movie theater, party room and more.
This bright beautiful suite features an amazing city view, gorgeous kitchen with an oversized granite island for entertaining, spacious balcony, large HDTV + surround sound home theatre system, pull-out sofa bed, great den/workspace, ensuite laundry, Netflix and monthly housekeeping.",Kijiji
k_1517787200,1-Bed 1-Bath Loft for Rent @ Fashion House - Oct 1,2100,620,https://i.ebayimg.com/00/s/NTU4WDgwMA==/z/a2cAAOSw5XRfNVgO/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-loft-for-rent-fashion-house-oct-1/1517787200,2020-08-13,43.6456258,43.6456258,M5V 0L6,M5V,condo,1,1,False,False,"Gorgeous 1-Bedroom, 1-Bathroom Loft in Fashion House (King West Neighbourhood)",Kijiji
k_1517787176,"Forest Hill,  Beautiful bachelor!",1550,400,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/pdMAAOSwOTZfNVjL/$_27.PNG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/forest-hill-beautiful-bachelor/1517787176,2020-08-13,43.6859337,43.6859337,M4V 2S2,M4V,apartment,0,1,False,False,"Approximate 400 sq ft, beautiful bachelor Apartment in the most desirable area of Toronto. Everything is at your convenience. Tastefully redecorated, full bathroom, just couldn't get good photo,in a secure building with access to both subway lines in 5 minutes and streetcar at our door. Won't last!! Come check us out at 90 Warren road. 647-545-6712",Kijiji
k_1508773822,One bedroom+Den Downtown Toronto for Rent,2200,750,https://i.ebayimg.com/00/s/MjQwWDMyMA==/z/kmAAAOSwCMxe9mZK/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-den-downtown-toronto-for-rent/1508773822,2020-08-13,43.6453399,43.6453399,M5V 1T6,M5V,condo,1,2,False,False,"Musee Condos One Bed+Den Condo Available For rent. At Bathurst & Adelaide. 700+ Square Feet. One full bed room with walk-in closet and bathroom, plus a Den and 2nd full bathroom can be used as 2nd bedroom. Laminate Flooring Through Out. Balcony is accessed from Living room. Modern Kitchen With Stainless Steel Appliances And Granite Counter Top. Well maintained building, with city/lake views on top garden. Located at King West with Cafes, Restaurants, Bars and Theaters among the Fashion and Entertainment District. Right on Public Transit Routes. DISCOUNT AVAILABLE FOR TENANT WITH GOOD CREDIT. Rogers Ignite High Speed Internet included.",Kijiji
k_1517785477,Massive terrace 2 bed 2 bath unit!!!,2850,760,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/7woAAOSwWOJfNVbU/$_27.PNG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/massive-terrace-2-bed-2-bath-unit/1517785477,2020-08-13,43.6373335,43.6373335,M5V 0B1,M5V,condo,2,2,False,True,"2 bed 2 bath condo for rent with huge 220 square foot terrace. Located at Bathurst and Fort York. Overall size of unit is 760 square feet and is very spacious in all areas with excellent storage.
Terrace is overlooking the pool. Unit is located steps to the lake. Master bedroom has walk out to terrace.
Looking for lease starting Sept 1.
Price includes:
- parking spot
- locker
- utilities (except hydro)
Available for showings weekdays starting 5:30PM and weekends anytime.
Amenities:
- concierge & security
- fitness centre
- visitor parking
- pool
- roof top garden & bbq area
- party room
- games/rec room
- media room
***Property management companies DO NOT CONTACT***",Kijiji
k_1517785406,2 bedroom apartment for rent for September 1,1999,800,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/DDcAAOSwhERfNVaw/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-for-september-1/1517785406,2020-08-13,43.59463299999999,43.59463299999999,M8W 1E6,M8W,apartment,2,1,False,True,"2 bedroom apartment for rent for September 1 for south Etobicoke by Humber College Lakeshore
Wood floor, lots of windows lots of light, lots of closets.
Apartment completely renovated last year
Located on the top floor of small apartment building
Comes with FREE!!! Storage locker
Parking available for $50. Extra per month
Electric is extra
Very transit friendly, 1 minute walk to Lakeshore streetcar line, 5 minutes walk to Browns Line GO station with service direct to Union Station.
Walk to Humber College Lakeshore in 5 minutes.
Walk to Lake Ontario in 5 minutes.
Walk to Longbranch park in 5 minutes
A short drive to highway 427, QEW, Gardiner Expressway and 401",Kijiji
k_1517784795,ASAP! Luxury Ten York. Sublet lease 1bed plus 1den.,2350,700,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/LIsAAOSwcMxfNVTM/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/asap-luxury-ten-york-sublet-lease-1bed-plus-1den/1517784795,2020-08-13,43.64109759999999,43.64109759999999,M5J 2L9,M5J,condo,1,1,True,False,"Hi, I am looking to sublet my unit (1bed 1den 1bath)
You can move in on Sep 1st or before.
This price is $2350 plus utilities.
Sublease will be Sep to Jan, 2021.
About room:
The room is furnished (bed and closet).
Also, included High-speed Wifi internet and hydro, a/c, heating!",Kijiji
k_1517784659,"Brand NEW Condo on KING ST next to Subway, KING BLUE CONDO",1800,500,https://i.ebayimg.com/00/s/NTM0WDgwMA==/z/5wwAAOSwPEFfNVRr/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-condo-on-king-st-next-to-subway-king-blue-condo/1517784659,2020-08-13,43.6457984,43.6457984,M5V 0N4,M5V,condo,1,1,False,True,* Not intended to solicit persons under contract with a real estate brokerage. Active listings shown are not guaranteed and subject to change without notice.*,Kijiji
k_1517784635,Beautiful One Bedroom + Den at Yonge and St. Clair!!,1900,600,https://i.ebayimg.com/00/s/NTU5WDgwMA==/z/O1oAAOSwpf9fNVWq/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-one-bedroom-den-at-yonge-and-st-clair/1517784635,2020-08-13,43.6877017,43.6877017,M4V 1M7,M4V,apartment,1,1,False,True,"Modern and Beautiful One Bedroom + Den at Yonge and St. Clair
* Steps away from Subway as well as all public transportation
* Stacked Washer/Dryer in Unit * Stainless Steel Appliances (Refrigerator, Stove/Oven, Dishwasher, Microwave)
* Den is separate with windows and doors so can be used as office or a small guest room.
* A balcony
* Fully equipped gym, meeting room w/kitchen & reading room.
* Custom Window Blinds
* One Storage Space in the basement
* Bicycle parking in the building
* Guest Parking
* Concierge",Kijiji
k_1517783519,"1+1 suitable for 2 Brand new condo@Bay/Wellesley, mins to U of T",2150,600,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/TrMAAOSwEt1fNVIb/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-1-suitable-for-2-brand-new-condo-bay-wellesley-mins-to-u-of-t/1517783519,2020-08-13,43.6647827,43.6647827,M5S 0C6,M5S,condo,1,1,False,False,"For rent special price $2150, market price($2500).
Your Opportunity To Live At The Prestigious And European Inspired Britt Residences At Bay/Wellesley. Only 5 mins walk to U of T campus. This Spacious Brand New And Never Lived-In 1 Bedroom + 1 Den unit, has fantastic layout (near 600 SF) floor plan, large living room, could easily convert to two bedrooms. Two big windows with roller shades. Hardwood Floors Throughout With A Walk-Out Balcony. Luxury With Upgrade Modern Finishes Including Built In Appliances. Unit is on the 22nd floor. Be the first to move in!
Experience Living In The Heart Of Toronto. Best Restaurants, Grocery, Shoppers Drugmart, 100% Walkscore, Steps To University Of Toronto, Queens Park, Mins to Financial District, Shopping District, Entertainment Districts, Subway Stations, Hospitals And Much More! 24 Hr Concierge, Visitor Parking, Gym, Party Room, Yoga, Fantastic Location, Amazing Life Style!",Kijiji
k_1517783037,Luxury 2BR Condo CityPlace Downtown from September 1 (235),2350,743,https://i.ebayimg.com/00/s/NTAwWDYwMA==/z/WZsAAOSwTdpfNVNg/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-2br-condo-cityplace-downtown-from-september-1-235/1517783037,2020-08-13,43.6404783,43.6404783,M5V 3Z5,M5V,condo,2,2,False,False,"Spacious 743 sq. ft., plus a 70 sq. ft. condo-wide balcony.
Two full bathrooms: one with bathtub, the other with shower.
Rent: $2,350/month. Hydro is separate. The condo does not have a parking.",Kijiji
k_1517782866,One Bedroom Condo for Rent $2380 Available Now,2380,641,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/wNkAAOSwG-dfNVOF/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-condo-for-rent-2380-available-now/1517782866,2020-08-13,43.64109759999999,43.64109759999999,M5J 2L9,M5J,condo,1,1,False,False,"Brand new 1 bedroom condo - downtown - amazing views
- South facing
- Washer and dryer en suite
- Automated smart home panel for temperature, alarm, front desk, delivery, etc.
- Gym and outdoor pool + 8 floors of amenities (juice bar, yoga classes, spin classes, and more) - https://www.tridel.com/tenyork/amenities-lifestyle/
- Longo's grocery store right across the street
- Access to the PATH across the street
- 98/100 walk score - https://www.walkscore.com/score/10-york-st-toronto-on-canada
- 5 minutes walk to union station
- 5 minutes walk to harbour front/ lake (free skating rink in winter, community events square in summer)
- Hydro and utilities are not included
- First month's rent, last month's rent before move in.
- Employment check and stable income required.
- $2380 per month
Available Sept 1",Kijiji
k_1517782688,Furnished 2 Bed for Sublet at Spadina and Bloor,2200,625,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/CswAAOSwtapfNVJS/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-2-bed-for-sublet-at-spadina-and-bloor/1517782688,2020-08-13,43.6650743,43.6650743,M5S2J3,M5S,apartment,2,1,True,False,"SUBLET FROM SEPT 1, 2020 TO APRIL 30, 2021
Beautiful furnished 2 bedroom suite with stainless steel appliances, a marble finished bathroom, large bright windows and a large balcony. This unit is fully furnished, like an AirBnb. It comes with everything you need to live, including beds, nightstands, living/dining furniture, built-in closets, a TV, cutlery and dishes and an iron! Perfect for students as we are located directly across from UofT and overlook the Spadina streetcar. We are also located just 2 minutes away from Spadina station.
62 unit multi-residential apartment building located steps from UofT. Directly across from the Spadina streetcar and a 2 minute walk from Spadina station.
Rental Features
•	Microwave
•	Hardwood floors
•	Air conditioning
•	Refrigerator
•	Dishwasher
•	Balcony
•	Oven / range
•	Heat - gas
Property Features
•	Laundry room
•	Elevator",Kijiji
k_1517780595,1 bed+study:$1750 Downtown Core/Waterfront/Cityplace/Fort York,1750,600,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/qhgAAOSwHZdfNVA6/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-study:-1750-downtown-core-waterfront-cityplace-fort-york/1517780595,2020-08-13,43.6391795,43.6391795,M5V 0J9,M5V,condo,1,1,False,False,"Modern Cityplace condo located at Downtown Core on Bathurst & Lakeshore, 1 bedroom+study, 600 sq ft (big for work from home, quick access to downtown office/school, relax at waterfront afterwork), available Aug.",Kijiji
k_1513641406,Furnished One Bedroom In Church-Yonge Corridor,1880,518,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/C2kAAOSw4o1fGFXq/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-one-bedroom-in-church-yonge-corridor/1513641406,2020-07-22,43.6701589,43.6701589,M4Y 1T5,M4Y,condo,1,1,True,False,"Luxury Modern Condo * The X Condo * Floor To Ceiling Window, Engineered Hardwood floor, Kitchen Centre Island & Granite Counter Top. Great location Walk To Yonge St. Bloor St. Step To Yorkville, U Of T, Ryerson, Hospital, Shopping Restaurants And Many More.",Kijiji
k_1517781799,BRAND NEW 1 bedroom condo from sept 1 at wellesley and bathurst,2000,500,https://i.ebayimg.com/00/s/ODAwWDY5Mw==/z/ShIAAOSw5HFfNVIt/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1-bedroom-condo-from-sept-1-at-wellesley-and-bathurst/1517781799,2020-08-13,43.6395782,43.6395782,M6K 3S4,M6K,condo,1,1,False,True,"1 bedroom condo from sept 1 at wellesley and bathurst, can be furnished or not; flexible on price; one year lease;",Kijiji
k_1517781588,Utilities and Parking Included -Bathurst and Steeles,2071,775,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/NXsAAOSwa1pfNVII/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/utilities-and-parking-included-bathurst-and-steeles/1517781588,2020-08-13,43.7880761,43.7880761,M2R 1Z4,M2R,apartment,1,1,False,True,VIDEOS AVAILABLE! Pics don't do it justice!,Kijiji
k_1517781302,"5 bedroom apartment, 3/2, close to York university, subway, TTC",2800,119,https://i.ebayimg.com/00/s/NTA2WDY3Mg==/z/g9sAAOSwz~ZfNVFd/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/5-bedroom-apartment-3-2-close-to-york-university-subway-ttc/1517781302,2020-08-13,43.7494371,43.7494371,M3N 2T2,M3N,apartment,5,2,False,False,"Apartment for rent, 5 bedroom, 4 original rooms upstairs, 1 bedroom on ground level, 3 story town house, close to TTC, downtown, York university, subway, school, grocery, clinic, 2 full washrooms, 2 big fridges, 1 covered parking, plus there is a covered yard, the No. 6 summer bedroom sits in the yard.
Will check credit and income. If you have no paystub, then we can negotiate.
Immediately available. My house video https://youtu.be/6zLRQcnlmGI
When the ads is up, it's still for rent.
For showing, pls text/call me 78O-838-8757, I have a realtor in Toronto, he will show you.",Kijiji
k_1517781221,"2+1 Bedroom +2 Bath Condo For Rent in Liberty Village $2,600",2600,692,https://i.ebayimg.com/00/s/Njc3WDUxMQ==/z/XQcAAOSw3C5fNVFg/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-1-bedroom-2-bath-condo-for-rent-in-liberty-village-2-600/1517781221,2020-08-13,43.6395782,43.6395782,M6K 3S4,M6K,condo,2,2,False,False,"2+1 Bedroom + 2 Bathroom Condo For Rent in Liberty Village $2,600.
Available September 3rd.
Brand New Condo on King and Strachan in Liberty Village.
2 Bedroom + Den and 2 Bath.
18th Floor.
One Storage Room is Included.
$2,600.
Brand New and Premium Appliances Including Stainless Steel Refrigerator, Dishwasher, Glass Top Stove and Built-in Microwave.
Easy Access to Public transit: King Streetcar, GO , Bus and a Block Away From the CNE Grounds.
Walk to the Lakeshore, Bicycle Trails and Parks.
On the elevated podium, is where you will find ZEN Spa, a five-star European-inspired style facility that encompasses 2,000-sq-ft., of space that includes a fitness emporium that will allow you to indulge in yoga, pilates, cardio and strength-training if that’s your style of exercise.
Building will also comprise of a 200 metre outdoor Olympic size running track that will wrap-around the complex.",Kijiji
k_1517781098,Luxury Gibson Square 2 Bed/ 2 Bath Condo.,2700,856,https://i.ebayimg.com/00/s/MjE4WDMyMA==/z/rL8AAOSwR6NfNVBL/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-gibson-square-2-bed-2-bath-condo/1517781098,2020-08-13,43.7696635,43.7696635,M2N 0E9,M2N,condo,2,2,False,False,"Bright and Spacious 2 Br unit with North West view in luxury Menkes Gibson Square. Located on the 10th floor with 9 Ft. chilling. Right in the heart of North York. 1 parking space and a large storage room are included. Unit is available October first for minimum 1 year lease. Direct Access to North York Subway Station.Underground Passage To Empress Walk , Walking distance to park, library, Mel Lastman Square, Loblaws, Movie Theatre , Restaurateurs and so much more. Amenities include spacious gym, Indoor heated pool, Hot tub, Sauna, Movie room, Party room, Pool table, 24 hour Concierge.",Kijiji
k_1517780314,"1Bed+Den/office, Condo 617 sqft @Front st &Blue Jay Way Toronto,",1798,617,http://img.youtube.com/vi/pJ5VE3ZpWs8/0.jpg,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1bed-den-office-condo-617-sqft-front-st-blue-jay-way-toronto/1517780314,2020-08-13,43.6432542,43.6432542,M5V 0K3,M5V,condo,1,1,False,False,"1Bed+Den/office, Condo 617 sqft @Front st &Blue Jay Way Toronto, M5V0K4 from 01 Sept 2020. complete laminate flooring, bathroom with bathtub, shower and vanity, upgraded kitchen with backsplash, and all Stainless-Steel Appliances Including Stove, built-in oven, Fridge, Built-in Microwave, Dishwasher, rangehood, White Washer and Dryer, coat closet, beautiful 3D glass balcony with park view. Building Amenities Include Gym, Sauna, Party Room Etc. Walk To Union Station, Cn Tower, Rabba, Tim Horton, Pizza Pizza, Sobeys Supermarket, etc, Tons Of Shopping, and Streetcar. Building amenities include a gym, yoga studio, party room, guest suites, rooftop with BBQ and private cabanas, etc.
walk score 99, transit score 100, bike score 63
Watch the virtual tour.
https://www.youtube.com/watch?v=pJ5VE3ZpWs8",Kijiji
k_1517780054,"Yonge & Front 660 sq ft 1 bdrm 27fl 
hardwood fl, beautiful view",1849,660,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/x4EAAOSwgntfNVBC/$_27.PNG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-front-660-sq-ft-1-bdrm-27fl-hardwood-fl-beautiful-view/1517780054,2020-08-13,43.646188,43.646188,M5E 1W5,M5E,condo,1,1,False,False,"Yonge and Front 660 sq ft 1 bdrm 27fl
hardwood floors, 6 appliances, beautiful view
Large bathroom with seperated shower.
Building has spacious gym, 7 outdoor decks, BBQs.
Walk to all financial district, subway, St lawrence market, waterfront, great neighborhood
$1849 including utilities",Kijiji
k_1517601436,2 bed/2bath condo for rent at Bathurst and Lakeshore,2800,800,https://i.ebayimg.com/00/s/NDMzWDU3Nw==/z/E48AAOSw-LtfNU-Q/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2bath-condo-for-rent-at-bathurst-and-lakeshore/1517601436,2020-08-13,43.6366928,43.6366928,M5V 1B7,M5V,condo,2,2,False,False,"2 bed/2bath condo for rent at a prime location at Bathurst and Lakeshore. Steps to Queens Quay, Billy Bishop Airport, Exhibition and many amenities. Rental includes a storage unit.",Kijiji
k_1517779476,1 Bedroom + Den ;2 Bathroom - Brand New Condo in Scarborough,1900,700,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/p90AAOSwKtdfNUxo/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-den-2-bathroom-brand-new-condo-in-scarborough/1517779476,2020-08-13,43.7709921,43.7709921,M1G 0A7,M1G,condo,1,2,True,False,"Brand new Condo available for Rent in Scarborough (Markham and Ellesmere), few blocks south of 401.
Consists of 1 bedroom and Den, 2 full washrooms, Granite Kitchen countertop and upgraded cabinets with brand new appliances, including dishwasher.
In-suite laundry with washer and dryer.
The rent includes one parking spot. Please contact 647-762-6421
1st and Last Months rent required. Credit Check required.",Kijiji
k_1517779372,"1bd, 1bth condo. Yonge/Church corridor. Hydro/parking/wifi incl.",2150,504,http://img.youtube.com/vi/cDqeUTsRCjg/0.jpg,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1bd-1bth-condo-yonge-church-corridor-hydro-parking-wifi-incl/1517779372,2020-08-13,43.6659283,43.6659283,M4Y 1K3,M4Y,condo,1,1,False,False,"*MUST SEE* Ideal for single person, all utilities included. Bright, clean, corner unit with 9' ceilings. Brand new boutique building with direct access to Wellesley station via private corridor. Nestled in between Yonge and Church in Toronto's downtown village core with a walkscore of 100. Mins from University of Toronto, Ryerson University, Hospital Row, Yorkville, Queen's Park, ROM and everywhere else you need to be. Available immediately. $2150.00/ month including parking. Please contact for more info.",Kijiji
k_1517779119,1 BR and Den Condo near Bay and Gerrard St. W.,1900,650,http://img.youtube.com/vi/p1yZ18cCDpM/0.jpg,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-br-and-den-condo-near-bay-and-gerrard-st-w/1517779119,2020-08-13,43.658897,43.658897,M5G 2K2,M5G,condo,1,1,False,False,"This (all utilities included) bright One-Bedroom + Solarium condo is conveniently located at The Liberties building on the north-east corner of Gerrard and Bay, in close proximity to U. of T., Hospital for Sick Children, Mt. Sinai, Princess Margaret, Toronto General, St. Michael's Hospitals, Eaton Centre, Dundas Square, Dundas&Yonge subway station, College Park, the downtown theaters and the business district.",Kijiji
k_1517778957,Brand New 1+DEN(2nd Bed) in Parliament/Adelaide,1800,520,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/P4wAAOSwq5FfNU7t/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1-den-2nd-bed-in-parliament-adelaide/1517778957,2020-08-13,43.6539272,43.6539272,M5A 2Y8,M5A,condo,1,1,False,False,"Beautiful 1+DEN in Adelaide/Parliament, LAKE VIEW! Brand NEW! Never live in. Den is spacious to be converted as 2nd Bedroom. Very Large Balcony! East United Condo is in the neighbourhood of St. Lawrence. Situated near your area are the neighbourhoods of Moss Park, Distillery District, Corktown, and St. Lawrence, and the city of East York is also close by.
Immediate Occupancy. Please call 4166712881 to arrange Showing",Kijiji
k_1517778181,King & Yonge in One King Hotel over 600 sq ft. Live & work both,1975,600,https://i.ebayimg.com/00/s/MzE3WDQ4MA==/z/sLoAAOSwRUNfNU5Z/$_27.PNG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/king-yonge-in-one-king-hotel-over-600-sq-ft-live-work-both/1517778181,2020-08-13,43.6488576,43.6488576,M5H 1A1,M5H,condo,1,1,True,False,"King and Yonge in One King Hotel over 600 sq ft
Live and work for both
Full res kitchen, pull down bed 6 7, bath and shower
2 work stations
Fully furnished incl utilities cable ,wifi gym
Inside access to subway and path
Steps to streetcar
Only $1975 all in",Kijiji
k_1517776947,YONGE & FINCH 1 BEDROOM CONDO FOR RENT!,2100,600,https://i.ebayimg.com/00/s/NDk3WDgwMA==/z/xcUAAOSwU8tfNUyM/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-finch-1-bedroom-condo-for-rent/1517776947,2020-08-13,43.7748598,43.7748598,M2N 7L4,M2N,condo,1,1,False,False,"Amazing Location! Luxury Condo Living In The Heart Of North York! This 1 Bed + 1 Bath Unit Has Upgrades Throughout With Hardwood Flooring, Upgraded Countertops, Pot Lights & A Private Balcony. Concierge On Duty 24 Hours A Day & Tons Of Amenities. Private Underground Parking Space.Direct Access To The Metro Store From Underground Parking & Walking Distance To Finch Station!",Kijiji
k_1509725196,2 Bedrooms Apartment for Rent - 65 Silver Springs Boulevard,2062,922,https://i.ebayimg.com/00/s/NzY4WDExNTQ=/z/nPoAAOSwM2BfLBPZ/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-apartment-for-rent-65-silver-springs-boulevard/1509725196,2020-08-13,43.8013008,43.8013008,M1V 1W1,M1V,apartment,2,1,False,True,Please view our available units by clicking on the virtual tour below.,Kijiji
k_1516321932,1 BDRM Condo in the heart of downtown (Richmond St),2100,550,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/6DoAAOSw6WxfKwhS/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdrm-condo-in-the-heart-of-downtown-richmond-st/1516321932,2020-08-09,43.6531574,43.6531574,M5A 4S8,M5A,condo,1,1,False,False,"Beautiful, spacious 1 bedroom in the heart of downtown (Richmond/Sherbourne) featuring an amazing, unobstructed view. It offers a large kitchen with an open concept layout that's perfect for entertaining. Rent also includes all your utilities! Available starting Sept 15.",Kijiji
k_1517776881,"1 Bdr +Den +Parking, Yonge & Eglinton",2100,600,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/TRUAAOSwnmNfNUyD/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdr-den-parking-yonge-eglinton/1517776881,2020-08-13,43.708008,43.708008,M4R 0A2,M4R,condo,1,1,False,False,"1 Bedr +Den Apartment 600sq.ft & Balcony. Include Parking. Steps to TTC, Subway, Shops, Dining, Parks. 24Hr Concierge. Gym W/ Yoga Studio, Rooftop Terrace W/Bbq, Lounging & Dining Area. S/S Appliances. All Lamin Floor. Vertical Blinds. 9’ High Ceil. Tenant Pays Own Hydro.",Kijiji
