CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Age (in single years) and average age (127),Member ID: Age (in single years) and average age (127),Notes: Age (in single years) and average age (127),Dim: Sex (3): Member ID: [1]: Total - Sex,Dim: Sex (3): Member ID: [2]: Male,Dim: Sex (3): Member ID: [3]: Female
2016,M9A,2,M9A,3.8,0,01M9A,Average age,127,,43.2,41.4,44.7
2016,M9B,2,M9B,2.9,0,01M9B,Average age,127,,41.7,40.5,42.9
2016,M9C,2,M9C,3.5,0,01M9C,Average age,127,,44.5,42.6,46.2
2016,M9L,2,M9L,2.7,0,01M9L,Average age,127,,41,40.1,41.8
2016,M9M,2,M9M,3,0,01M9M,Average age,127,,38.4,37.7,39.1
2016,M9N,2,M9N,4.3,0,01M9N,Average age,127,,39.3,38.1,40.4
2016,M9P,2,M9P,3.8,0,01M9P,Average age,127,,44.9,42.7,46.8
2016,M9R,2,M9R,2.9,0,01M9R,Average age,127,,40.9,39.4,42.4
2016,M9V,2,M9V,3.6,0,01M9V,Average age,127,,37.4,36.6,38.2
2016,M9W,2,M9W,3.6,0,01M9W,Average age,127,,39.6,38.5,40.7
2016,N0A,2,N0A,5.5,0,01N0A,Average age,127,,44.7,44.2,45.2
2016,N0B,2,N0B,3.5,0,01N0B,Average age,127,,40.2,39.7,40.7
2016,N0C,2,N0C,4.6,0,01N0C,Average age,127,,42.8,42.6,43.1
2016,N0E,2,N0E,4.6,0,01N0E,Average age,127,,42.3,41.8,42.7
2016,N0G,2,N0G,5.1,0,01N0G,Average age,127,,40.9,40.2,41.6
2016,N0H,2,N0H,6.2,0,01N0H,Average age,127,,46.8,46.2,47.5
2016,N0J,2,N0J,3.8,0,01N0J,Average age,127,,38.2,37.8,38.7
2016,N0K,2,N0K,4.1,0,01N0K,Average age,127,,39,38.5,39.5
2016,N0L,2,N0L,4,0,01N0L,Average age,127,,41.7,41.3,42.2
2016,N0M,2,N0M,4.2,0,01N0M,Average age,127,,43.4,42.9,44
2016,N0N,2,N0N,3.9,0,01N0N,Average age,127,,42.8,42,43.5
2016,N0P,2,N0P,5.1,0,01N0P,Average age,127,,43,42.4,43.7
2016,N0R,2,N0R,5.4,0,01N0R,Average age,127,,41.1,40.6,41.6
2016,N1A,2,N1A,3.5,0,01N1A,Average age,127,,43.2,42.4,43.9
2016,N1C,2,N1C,2.1,0,01N1C,Average age,127,,38.3,38,38.6
2016,N1E,2,N1E,3.6,0,01N1E,Average age,127,,38.7,37.6,39.8
2016,N1G,2,N1G,4,0,01N1G,Average age,127,,40.7,39.4,41.9
2016,N1H,2,N1H,3.3,0,01N1H,Average age,127,,41.7,40.2,43.1
2016,N1K,2,N1K,1.8,0,01N1K,Average age,127,,36.5,35.9,37
2016,N1L,2,N1L,2.9,0,01N1L,Average age,127,,35.6,35.2,36.1
2016,N1M,2,N1M,4.7,0,01N1M,Average age,127,,42.4,41.2,43.6
2016,N1P,2,N1P,1.7,0,01N1P,Average age,127,,33.3,32.8,33.9
2016,N1R,2,N1R,3.7,0,01N1R,Average age,127,,41.3,40.2,42.4
2016,N1S,2,N1S,3.2,0,01N1S,Average age,127,,41.5,40.3,42.5
2016,N1T,2,N1T,2.3,0,01N1T,Average age,127,,36.4,36.1,36.7
2016,N2A,2,N2A,3.4,0,01N2A,Average age,127,,39.8,38.7,40.9
2016,N2B,2,N2B,2.9,0,01N2B,Average age,127,,43.3,42.1,44.4
2016,N2C,2,N2C,4,0,01N2C,Average age,127,,39.8,38.5,41
2016,N2E,2,N2E,3.1,0,01N2E,Average age,127,,36.4,35.6,37.1
2016,N2G,2,N2G,5.1,0,01N2G,Average age,127,,41.8,40.5,43.1
2016,N2H,2,N2H,4.4,0,01N2H,Average age,127,,41.5,40.5,42.6
2016,N2J,2,N2J,4.8,100,01N2J,Average age,127,,42.5,40.4,44.5
2016,N2K,2,N2K,3.2,0,01N2K,Average age,127,,38.2,37.9,38.5
2016,N2L,2,N2L,5.6,100,01N2L,Average age,127,,39.2,38.2,40.2
2016,N2M,2,N2M,3.6,0,01N2M,Average age,127,,39.9,38.9,40.9
2016,N2N,2,N2N,3.3,0,01N2N,Average age,127,,38.9,38,39.8
2016,N2P,2,N2P,3.4,0,01N2P,Average age,127,,37.4,36.8,37.9
2016,N2R,2,N2R,2,0,01N2R,Average age,127,,31.8,31.6,32
2016,N2T,2,N2T,2.1,0,01N2T,Average age,127,,38.1,37.4,38.9
2016,N2V,2,N2V,3.6,0,01N2V,Average age,127,,37.3,36.3,38.3
2016,N2Z,2,N2Z,4.1,0,01N2Z,Average age,127,,44.7,44,45.4
2016,N3A,2,N3A,2.5,0,01N3A,Average age,127,,40.1,39.6,40.6
2016,N3B,2,N3B,5.1,0,01N3B,Average age,127,,39,37.9,40.1
2016,N3C,2,N3C,2.2,0,01N3C,Average age,127,,37.5,36.8,38.1
2016,N3E,2,N3E,1.9,0,01N3E,Average age,127,,43.7,42.8,44.7
2016,N3H,2,N3H,4.5,0,01N3H,Average age,127,,42.5,41.4,43.6
2016,N3L,2,N3L,3.8,0,01N3L,Average age,127,,42.4,41.5,43.4
2016,N3P,2,N3P,2.1,0,01N3P,Average age,127,,38.8,37.9,39.5
2016,N3R,2,N3R,3.3,0,01N3R,Average age,127,,44,42.4,45.4
2016,N3S,2,N3S,4.2,0,01N3S,Average age,127,,39.9,39.2,40.5
2016,N3T,2,N3T,4.6,0,01N3T,Average age,127,,39.3,38.4,40.2
2016,N3V,2,N3V,1.2,0,01N3V,Average age,127,,39.4,38.2,40.6
2016,N3W,2,N3W,2.3,0,01N3W,Average age,127,,39.7,39.1,40.2
2016,N3Y,2,N3Y,5.5,0,01N3Y,Average age,127,,45.7,44.6,46.8
2016,N4B,2,N4B,5.1,0,01N4B,Average age,127,,43.4,42.1,44.7
2016,N4G,2,N4G,3.8,0,01N4G,Average age,127,,45,43.7,46.2
2016,N4K,2,N4K,4.9,0,01N4K,Average age,127,,45.6,44.1,47
2016,N4L,2,N4L,3.9,0,01N4L,Average age,127,,48.5,47.5,49.4
2016,N4N,2,N4N,5.5,0,01N4N,Average age,127,,45.8,44.3,47.3
2016,N4S,2,N4S,4.3,0,01N4S,Average age,127,,42.6,41.4,43.8
2016,N4T,2,N4T,2.5,0,01N4T,Average age,127,,39.9,38.9,40.7
2016,N4V,2,N4V,4.6,0,01N4V,Average age,127,,41.4,38.2,44.1
2016,N4W,2,N4W,3.7,0,01N4W,Average age,127,,39.5,38.6,40.4
2016,N4X,2,N4X,3.7,0,01N4X,Average age,127,,43.1,41.8,44.4
2016,N4Z,2,N4Z,2,0,01N4Z,Average age,127,,38.7,37.8,39.5
2016,N5A,2,N5A,4.1,0,01N5A,Average age,127,,44.2,42.6,45.7
2016,N5C,2,N5C,2.9,0,01N5C,Average age,127,,40.3,39.4,41.2
2016,N5H,2,N5H,3.8,0,01N5H,Average age,127,,37.9,36.8,39
2016,N5L,2,N5L,3.4,0,01N5L,Average age,127,,50.9,50.8,50.9
2016,N5P,2,N5P,3.5,0,01N5P,Average age,127,,40.8,39.9,41.7
2016,N5R,2,N5R,3,0,01N5R,Average age,127,,42.7,41.2,44.1
2016,N5V,2,N5V,3.1,0,01N5V,Average age,127,,38.3,37.3,39.4
2016,N5W,2,N5W,3.6,0,01N5W,Average age,127,,42.3,41.3,43.2
2016,N5X,2,N5X,2.6,0,01N5X,Average age,127,,40.2,39.1,41.3
2016,N5Y,2,N5Y,3.3,0,01N5Y,Average age,127,,37.9,36.8,38.9
2016,N5Z,2,N5Z,3.5,0,01N5Z,Average age,127,,39.8,39.1,40.5
2016,N6A,2,N6A,7,100,01N6A,Average age,127,,42.7,41.2,44
2016,N6B,2,N6B,7,100,01N6B,Average age,127,,42,41.4,42.8
2016,N6C,2,N6C,3.1,0,01N6C,Average age,127,,41.5,40.3,42.6
2016,N6E,2,N6E,3.6,0,01N6E,Average age,127,,38.7,37.4,39.9
2016,N6G,2,N6G,3.2,0,01N6G,Average age,127,,38.5,37.4,39.5
2016,N6H,2,N6H,3.9,0,01N6H,Average age,127,,42.2,40.3,43.9
2016,N6J,2,N6J,3,0,01N6J,Average age,127,,43.5,41.9,44.9
2016,N6K,2,N6K,2.6,0,01N6K,Average age,127,,43,41.6,44.3
2016,N6L,2,N6L,5.6,0,01N6L,Average age,127,,37.2,35.9,38.4
2016,N6M,2,N6M,2.5,0,01N6M,Average age,127,,37.1,36.7,37.5
2016,N6N,2,N6N,2.9,0,01N6N,Average age,127,,45.6,45.5,45.7
2016,N6P,2,N6P,2,0,01N6P,Average age,127,,40.9,40.1,41.8
2016,N7A,2,N7A,4.5,0,01N7A,Average age,127,,47.4,46.3,48.5
2016,N7G,2,N7G,3.5,0,01N7G,Average age,127,,42.5,41.3,43.7
2016,N7L,2,N7L,3.7,0,01N7L,Average age,127,,44.2,42.4,45.7
2016,N7M,2,N7M,4.2,0,01N7M,Average age,127,,42.7,41.7,43.6
2016,N7S,2,N7S,3.2,0,01N7S,Average age,127,,42.2,41.1,43.3
2016,N7T,2,N7T,4.9,0,01N7T,Average age,127,,43.8,42.4,45.1
2016,N7V,2,N7V,2.8,0,01N7V,Average age,127,,47.1,45.9,48.2
2016,N7W,2,N7W,2.7,0,01N7W,Average age,127,,55.4,55,55.7
2016,N7X,2,N7X,2.5,0,01N7X,Average age,127,,48.1,48,48.3
2016,N8A,2,N8A,6.7,0,01N8A,Average age,127,,43.2,42,44.4
2016,N8H,2,N8H,7.7,100,01N8H,Average age,127,,41.5,39.9,43.1
2016,N8M,2,N8M,3.6,0,01N8M,Average age,127,,42.2,40.8,43.4
2016,N8N,2,N8N,2.6,0,01N8N,Average age,127,,43.3,42.4,44.1
2016,N8P,2,N8P,2.9,0,01N8P,Average age,127,,43.6,42.4,44.7
2016,N8R,2,N8R,2.3,0,01N8R,Average age,127,,40.2,39.6,40.8
2016,N8S,2,N8S,3.1,0,01N8S,Average age,127,,44.7,43.2,46
2016,N8T,2,N8T,3.3,0,01N8T,Average age,127,,41.1,39.6,42.3
2016,N8W,2,N8W,2.9,0,01N8W,Average age,127,,40.5,39.6,41.3
2016,N8X,2,N8X,4.6,0,01N8X,Average age,127,,40.5,39.8,41.2
2016,N8Y,2,N8Y,4,0,01N8Y,Average age,127,,42.8,41.1,44.3
2016,N9A,2,N9A,6.1,100,01N9A,Average age,127,,42.1,41.1,43.1
2016,N9B,2,N9B,3.9,100,01N9B,Average age,127,,36.1,35.1,37.2
2016,N9C,2,N9C,4.4,100,01N9C,Average age,127,,37.9,36.6,39.2
2016,N9E,2,N9E,2.2,0,01N9E,Average age,127,,42,41,43
2016,N9G,2,N9G,3.6,0,01N9G,Average age,127,,40.1,39,41.2
2016,N9H,2,N9H,3.6,0,01N9H,Average age,127,,42.9,41.8,43.9
2016,N9J,2,N9J,2.1,0,01N9J,Average age,127,,39,38.6,39.3
2016,N9K,2,N9K,3.3,0,01N9K,Average age,127,,39.7,38,41.3
2016,N9V,2,N9V,2.7,0,01N9V,Average age,127,,42.3,41.3,43.3
2016,N9Y,2,N9Y,7.2,0,01N9Y,Average age,127,,43.9,42.6,45.1
2016,P0A,2,P0A,6.1,0,01P0A,Average age,127,,48.8,48.4,49.2
2016,P0B,2,P0B,4.5,0,01P0B,Average age,127,,46,45.8,46.2
2016,P0C,2,P0C,6.8,100,01P0C,Average age,127,,49,48.4,49.6
2016,P0E,2,P0E,4.9,0,01P0E,Average age,127,,47.9,48.4,47.4
2016,P0G,2,P0G,8,100,01P0G,Average age,127,,49.5,49.6,49.4
2016,P0H,2,P0H,6,0,01P0H,Average age,127,,45.3,45,45.5
2016,P0J,2,P0J,5,0,01P0J,Average age,127,,43.9,43,44.7
2016,P0K,2,P0K,5.5,0,01P0K,Average age,127,,45.2,45,45.5
2016,P0L,2,P0L,10.3,1100,01P0L,Average age,127,,39.7,39.4,40
2016,P0M,2,P0M,5,0,01P0M,Average age,127,,43.3,42.9,43.8
2016,P0N,2,P0N,4.7,0,01P0N,Average age,127,,39.8,39.6,40
2016,P0P,2,P0P,7.8,100,01P0P,Average age,127,,44.4,43.9,44.9
2016,P0R,2,P0R,5.8,0,01P0R,Average age,127,,47.8,47.6,48
2016,P0S,2,P0S,5.8,0,01P0S,Average age,127,,44.3,43.8,44.8
2016,P0T,2,P0T,9.2,100,01P0T,Average age,127,,42,41.8,42.3
2016,P0V,2,P0V,13.7,1200,01P0V,Average age,127,,33.1,32.7,33.5
2016,P0W,2,P0W,6.6,100,01P0W,Average age,127,,41.2,41.1,41.3
2016,P0X,2,P0X,11.2,1100,01P0X,Average age,127,,40.4,40.3,40.6
2016,P1A,2,P1A,3.9,0,01P1A,Average age,127,,42.5,41.2,43.5
2016,P1B,2,P1B,4.9,0,01P1B,Average age,127,,43.5,42.1,44.9
2016,P1C,2,P1C,2.4,0,01P1C,Average age,127,,38.9,38.9,38.8
2016,P1H,2,P1H,4.3,0,01P1H,Average age,127,,46.2,45.2,47.1
2016,P1L,2,P1L,4.4,0,01P1L,Average age,127,,46.3,45.2,47.2
2016,P1P,2,P1P,10.2,1100,01P1P,Average age,127,,49.1,47.7,50.6
2016,P2A,2,P2A,5.4,0,01P2A,Average age,127,,47.2,46.2,48.1
2016,P2B,2,P2B,5.4,0,01P2B,Average age,127,,45.1,44,46.1
2016,P2N,2,P2N,5.1,0,01P2N,Average age,127,,44.2,42.7,45.6
2016,P3A,2,P3A,4.5,0,01P3A,Average age,127,,44.4,42.7,45.9
2016,P3B,2,P3B,3.8,0,01P3B,Average age,127,,41.2,39.9,42.4
2016,P3C,2,P3C,5.3,0,01P3C,Average age,127,,41.7,40.7,42.8
2016,P3E,2,P3E,5,0,01P3E,Average age,127,,44.4,42.6,46
2016,P3G,2,P3G,3.1,0,01P3G,Average age,127,,42.6,42.5,42.8
2016,P3L,2,P3L,2.8,0,01P3L,Average age,127,,38.8,38.2,39.4
2016,P3N,2,P3N,3.5,0,01P3N,Average age,127,,40.9,40,41.8
2016,P3P,2,P3P,2.4,0,01P3P,Average age,127,,38.8,38.4,39.3
2016,P3Y,2,P3Y,3.4,0,01P3Y,Average age,127,,41.6,40.3,42.9
2016,P4N,2,P4N,3.8,0,01P4N,Average age,127,,41.8,40.6,42.9
2016,P4P,2,P4P,2.5,0,01P4P,Average age,127,,36.9,36.5,37.2
2016,P4R,2,P4R,2.5,0,01P4R,Average age,127,,38.8,38.7,38.9
2016,P5A,2,P5A,4.2,0,01P5A,Average age,127,,52.7,52,53.4
2016,P5E,2,P5E,4.3,0,01P5E,Average age,127,,44.6,44.5,44.8
2016,P5N,2,P5N,5.2,0,01P5N,Average age,127,,44.2,43.6,44.7
2016,P6A,2,P6A,5.1,0,01P6A,Average age,127,,44.5,43.2,45.6
2016,P6B,2,P6B,4.7,0,01P6B,Average age,127,,45.9,44.3,47.3
2016,P6C,2,P6C,2.9,0,01P6C,Average age,127,,43,42,43.9
2016,P7A,2,P7A,4.4,0,01P7A,Average age,127,,45.2,43.9,46.4
2016,P7B,2,P7B,4.5,0,01P7B,Average age,127,,42.7,41.2,44.1
2016,P7C,2,P7C,4.4,0,01P7C,Average age,127,,42.6,41.2,43.9
2016,P7E,2,P7E,4.9,0,01P7E,Average age,127,,44.1,42.6,45.5
2016,P7G,2,P7G,2.5,0,01P7G,Average age,127,,40.9,40.8,41
2016,P7J,2,P7J,10,1100,01P7J,Average age,127,,39.5,39.8,39.3
2016,P7K,2,P7K,2.1,0,01P7K,Average age,127,,44,43.9,44.2
2016,P7L,2,P7L,4.5,0,01P7L,Average age,127,,43.9,44.6,43
2016,P8N,2,P8N,4.3,0,01P8N,Average age,127,,43.4,42.9,44
2016,P8T,2,P8T,5.9,100,01P8T,Average age,127,,36.9,36.4,37.3
2016,P9A,2,P9A,6.5,0,01P9A,Average age,127,,41.9,41,42.7
2016,P9N,2,P9N,6.5,0,01P9N,Average age,127,,42.3,41.6,42.9
2016,R0A,2,R0A,4.8,0,01R0A,Average age,127,,34.5,34.6,34.5
2016,R0B,2,R0B,11.2,1200,01R0B,Average age,127,,28.3,28.3,28.3
2016,R0C,2,R0C,7.2,100,01R0C,Average age,127,,40.9,40.3,41.4
2016,R0E,2,R0E,5,0,01R0E,Average age,127,,42.3,42.1,42.6
2016,R0G,2,R0G,5,0,01R0G,Average age,127,,38.5,37.5,39.5
2016,R0H,2,R0H,5.2,100,01R0H,Average age,127,,35,34.5,35.6
2016,R0J,2,R0J,5.7,0,01R0J,Average age,127,,43.1,42.2,44
2016,R0K,2,R0K,5.2,0,01R0K,Average age,127,,40.7,39.6,41.8
2016,R0L,2,R0L,6.1,0,01R0L,Average age,127,,42,41.5,42.4
2016,R0M,2,R0M,4.5,0,01R0M,Average age,127,,41.4,40.4,42.4
2016,R1A,2,R1A,4,0,01R1A,Average age,127,,42.5,41.5,43.5
2016,R1B,2,R1B,6.3,900,01R1B,Average age,127,,60.9,61.5,60.3
2016,R1C,2,R1C,2.6,0,01R1C,Average age,127,,40.7,40.6,40.8
2016,R1N,2,R1N,4.5,0,01R1N,Average age,127,,40.4,39,41.8
2016,R2C,2,R2C,2.2,0,01R2C,Average age,127,,38.5,37.6,39.3
2016,R2E,2,R2E,1.4,0,01R2E,Average age,127,,42.1,41.9,42.3
2016,R2G,2,R2G,2.6,0,01R2G,Average age,127,,44.7,42.4,46.7
2016,R2H,2,R2H,5.5,0,01R2H,Average age,127,,43.8,42.1,45.4
2016,R2J,2,R2J,2.4,0,01R2J,Average age,127,,40.7,40.1,41.3
2016,R2K,2,R2K,3.2,0,01R2K,Average age,127,,40.3,38.8,41.7
2016,R2L,2,R2L,3.6,0,01R2L,Average age,127,,36.4,35.9,37
2016,R2M,2,R2M,3.3,0,01R2M,Average age,127,,41.7,40.3,43.1
2016,R2N,2,R2N,2.6,0,01R2N,Average age,127,,41.1,39.8,42.4
2016,R2P,2,R2P,2.3,0,01R2P,Average age,127,,37.4,36,38.8
2016,R2R,2,R2R,1.7,0,01R2R,Average age,127,,36.7,36,37.5
2016,R2V,2,R2V,2.2,0,01R2V,Average age,127,,40.6,39.2,41.9
2016,R2W,2,R2W,4.9,100,01R2W,Average age,127,,36,35.1,36.9
2016,R2X,2,R2X,2.9,0,01R2X,Average age,127,,37.5,36.1,38.9
2016,R2Y,2,R2Y,2.6,0,01R2Y,Average age,127,,42.6,41.2,43.8
2016,R3A,2,R3A,4.9,100,01R3A,Average age,127,,32.2,32.3,32
2016,R3B,2,R3B,10.7,1100,01R3B,Average age,127,,39.3,38.8,39.9
2016,R3C,2,R3C,8.2,100,01R3C,Average age,127,,40.2,39.4,41.1
2016,R3E,2,R3E,3.6,0,01R3E,Average age,127,,36.5,35.4,37.5
2016,R3G,2,R3G,3.1,0,01R3G,Average age,127,,37,36.2,37.8
2016,R3H,2,R3H,9.2,900,01R3H,Average age,127,,38.7,39.7,37.3
2016,R3J,2,R3J,4.2,0,01R3J,Average age,127,,42.6,41,44.1
2016,R3K,2,R3K,3.1,0,01R3K,Average age,127,,45.6,44.3,46.8
2016,R3L,2,R3L,3.9,0,01R3L,Average age,127,,40.6,39.1,42
2016,R3M,2,R3M,3.1,0,01R3M,Average age,127,,41.6,40.3,42.8
2016,R3N,2,R3N,2.4,0,01R3N,Average age,127,,40.5,39.1,41.8
2016,R3P,2,R3P,4.8,0,01R3P,Average age,127,,47.5,45.3,49.4
2016,R3R,2,R3R,2.8,0,01R3R,Average age,127,,43.6,42.6,44.7
2016,R3S,2,R3S,1.2,0,01R3S,Average age,127,,37.5,37.9,37.1
2016,R3T,2,R3T,2.9,0,01R3T,Average age,127,,38.4,37,39.8
2016,R3V,2,R3V,2.6,0,01R3V,Average age,127,,40,38.8,41.2
2016,R3W,2,R3W,2.7,0,01R3W,Average age,127,,37.5,36,39
2016,R3X,2,R3X,1.5,0,01R3X,Average age,127,,35.5,35.4,35.7
2016,R3Y,2,R3Y,2.5,0,01R3Y,Average age,127,,34.7,34.1,35.3
2016,R4A,2,R4A,3.9,0,01R4A,Average age,127,,41.6,40.5,42.8
2016,R4G,2,R4G,2.5,0,01R4G,Average age,127,,36,35.7,36.5
2016,R4H,2,R4H,14.1,1000,01R4H,Average age,127,,38.6,37.5,40.2
2016,R4J,2,R4J,0.4,0,01R4J,Average age,127,,40.8,41.6,40
2016,R4K,2,R4K,2.5,0,01R4K,Average age,127,,35.6,36.2,34.9
2016,R4L,2,R4L,2.1,0,01R4L,Average age,127,,38.1,37.9,38.3
2016,R5A,2,R5A,2.1,0,01R5A,Average age,127,,38.1,38.1,38.2
2016,R5G,2,R5G,2.7,0,01R5G,Average age,127,,35.6,34.4,36.8
2016,R5H,2,R5H,2.9,0,01R5H,Average age,127,,39.3,39,39.7
2016,R6M,2,R6M,3.5,0,01R6M,Average age,127,,38.8,37.5,40
2016,R6W,2,R6W,3.4,0,01R6W,Average age,127,,32.7,31.8,33.6
2016,R7A,2,R7A,3.6,0,01R7A,Average age,127,,37.6,36.3,38.8
2016,R7B,2,R7B,3.2,0,01R7B,Average age,127,,39.2,38.1,40.2
2016,R7C,2,R7C,5.1,0,01R7C,Average age,127,,47.3,45.9,48.6
2016,R7N,2,R7N,6.6,0,01R7N,Average age,127,,44.1,41.8,46
2016,R8A,2,R8A,5.1,0,01R8A,Average age,127,,42.3,42,42.5
2016,R8N,2,R8N,5,0,01R8N,Average age,127,,32.3,32.6,31.9
2016,R9A,2,R9A,8.5,100,01R9A,Average age,127,,38,37.3,38.6
2016,S0A,2,S0A,4.8,0,01S0A,Average age,127,,43.9,43.1,44.6
2016,S0C,2,S0C,4.7,0,01S0C,Average age,127,,39.7,39.7,39.7
2016,S0E,2,S0E,5.4,0,01S0E,Average age,127,,42.2,41.4,43
2016,S0G,2,S0G,4.8,0,01S0G,Average age,127,,41.5,40.9,42.1
2016,S0H,2,S0H,5.4,0,01S0H,Average age,127,,44.1,43.7,44.6
2016,S0J,2,S0J,5.4,100,01S0J,Average age,127,,36.5,36.3,36.8
2016,S0K,2,S0K,5.2,0,01S0K,Average age,127,,38.1,37.4,38.8
2016,S0L,2,S0L,5.1,0,01S0L,Average age,127,,41.8,41,42.7
2016,S0M,2,S0M,5.6,100,01S0M,Average age,127,,35.9,35.8,36
2016,S0N,2,S0N,6.6,0,01S0N,Average age,127,,42.1,41.9,42.4
2016,S0P,2,S0P,10.1,1100,01S0P,Average age,127,,30.1,29.9,30.3
2016,S2V,2,S2V,4.5,0,01S2V,Average age,127,,43.1,44.1,42.1
2016,S3N,2,S3N,4.8,0,01S3N,Average age,127,,41.8,40.2,43.4
2016,S4A,2,S4A,3.7,0,01S4A,Average age,127,,38.3,37.7,39
2016,S4H,2,S4H,4.1,0,01S4H,Average age,127,,40.7,39.2,42.1
2016,S4L,2,S4L,1.8,0,01S4L,Average age,127,,35.1,35.6,34.6
2016,S4M,2,S4M,0,900,01S4M,Average age,127,,34.4,33.9,34.8
2016,S4N,2,S4N,3.1,0,01S4N,Average age,127,,36,35.3,36.7
2016,S4P,2,S4P,8.7,100,01S4P,Average age,127,,45.4,42.5,48
2016,S4R,2,S4R,3.1,0,01S4R,Average age,127,,38.7,37.8,39.7
2016,S4S,2,S4S,4.7,0,01S4S,Average age,127,,42,39.6,44.3
2016,S4T,2,S4T,5,0,01S4T,Average age,127,,37.5,36.7,38.3
2016,S4V,2,S4V,2.5,0,01S4V,Average age,127,,39.6,38.7,40.5
2016,S4W,2,S4W,4.3,0,01S4W,Average age,127,,30.1,29.9,30.2
2016,S4X,2,S4X,2.8,0,01S4X,Average age,127,,35.9,35,36.7
2016,S4Y,2,S4Y,1.5,0,01S4Y,Average age,127,,34.9,34.3,35.5
2016,S4Z,2,S4Z,5.2,0,01S4Z,Average age,127,,38.9,38.3,39.4
2016,S6H,2,S6H,5.1,0,01S6H,Average age,127,,42.4,40.6,44.2
2016,S6J,2,S6J,3.4,0,01S6J,Average age,127,,40.4,39.5,41.3
2016,S6K,2,S6K,1,0,01S6K,Average age,127,,33.8,33.9,33.7
2016,S6V,2,S6V,6.5,100,01S6V,Average age,127,,38.3,36.9,39.7
2016,S6W,2,S6W,5.5,900,01S6W,Average age,127,,57.5,56.9,58
2016,S6X,2,S6X,3.5,0,01S6X,Average age,127,,33.4,32.9,33.8
2016,S7H,2,S7H,4.1,0,01S7H,Average age,127,,40.2,38.8,41.6
2016,S7J,2,S7J,4.6,0,01S7J,Average age,127,,43,40.7,45.1
2016,S7K,2,S7K,4.4,0,01S7K,Average age,127,,41.9,40.6,43.2
2016,S7L,2,S7L,4.3,0,01S7L,Average age,127,,37.2,36.3,38.1
2016,S7M,2,S7M,5.6,0,01S7M,Average age,127,,36.9,36.3,37.6
2016,S7N,2,S7N,3.4,0,01S7N,Average age,127,,37.8,36.8,38.9
2016,S7P,2,S7P,7.3,900,01S7P,Average age,127,,37.1,37.6,36.7
2016,S7R,2,S7R,3.2,0,01S7R,Average age,127,,28.8,28.3,29.2
2016,S7S,2,S7S,3,0,01S7S,Average age,127,,38.8,37.2,40.3
2016,S7T,2,S7T,4.8,0,01S7T,Average age,127,,34.3,33.7,34.8
2016,S7V,2,S7V,2.7,0,01S7V,Average age,127,,35.1,35.2,35
2016,S7W,2,S7W,3.3,0,01S7W,Average age,127,,30.3,29.8,30.9
2016,S9A,2,S9A,5.7,0,01S9A,Average age,127,,39.7,38.4,40.9
2016,S9H,2,S9H,5,0,01S9H,Average age,127,,42,40.6,43.3
2016,S9V,2,S9V,4.3,0,01S9V,Average age,127,,32.2,31.9,32.5
2016,S9X,2,S9X,3.9,0,01S9X,Average age,127,,35.1,34.3,35.9
2016,T0A,2,T0A,6.3,100,01T0A,Average age,127,,38.4,38.1,38.8
2016,T0B,2,T0B,4.9,0,01T0B,Average age,127,,40.7,40.4,41.1
2016,T0C,2,T0C,6.1,100,01T0C,Average age,127,,39.6,39.3,39.9
2016,T0E,2,T0E,9.3,100,01T0E,Average age,127,,41.2,41.2,41.1
2016,T0G,2,T0G,4.7,100,01T0G,Average age,127,,36.2,36.4,35.9
2016,T0H,2,T0H,6.3,100,01T0H,Average age,127,,35.3,35.1,35.4
2016,T0J,2,T0J,5.8,0,01T0J,Average age,127,,38.3,37.9,38.7
2016,T0K,2,T0K,6,0,01T0K,Average age,127,,37.8,37.4,38.2
2016,T0L,2,T0L,7.7,100,01T0L,Average age,127,,40,39.7,40.3
2016,T0M,2,T0M,4.8,0,01T0M,Average age,127,,40.1,39.8,40.4
2016,T0P,2,T0P,11.3,1200,01T0P,Average age,127,,33,33,32.9
2016,T1A,2,T1A,6.3,0,01T1A,Average age,127,,43.5,42,45.1
2016,T1B,2,T1B,3.6,0,01T1B,Average age,127,,40.1,39.1,41
2016,T1C,2,T1C,3.2,0,01T1C,Average age,127,,36.9,36.8,37
2016,T1G,2,T1G,3.6,0,01T1G,Average age,127,,37.2,36.5,37.8
2016,T1H,2,T1H,4.7,0,01T1H,Average age,127,,39.8,38.7,40.9
2016,T1J,2,T1J,6.9,0,01T1J,Average age,127,,39,37.5,40.5
2016,T1K,2,T1K,3.8,0,01T1K,Average age,127,,39.5,38.6,40.3
2016,T1L,2,T1L,22.7,2300,01T1L,Average age,127,,37.7,37.8,37.6
2016,T1M,2,T1M,3.8,0,01T1M,Average age,127,,37.3,36.7,37.8
2016,T1P,2,T1P,4.8,0,01T1P,Average age,127,,39,38.3,39.8
2016,T1R,2,T1R,4.7,0,01T1R,Average age,127,,36,35.5,36.6
2016,T1S,2,T1S,2.8,0,01T1S,Average age,127,,36.4,35.7,37
2016,T1V,2,T1V,4.7,0,01T1V,Average age,127,,42.3,41.6,43.1
2016,T1W,2,T1W,6.4,100,01T1W,Average age,127,,41,40.9,41.1
